"vramHash1",  "vramHash2",  "title",              "dmaFix", "comment"
"0xd6fc6a06", "0xbf2e1129", "DETECTIVE CONA",     "0x0000", "Meitantei Conan - Chika Yuuenchi Satsujin Jiken (Japan)"
"0xe8fb7028", "0xcc482c2f", "DEXTERITY",          "0x0000", "Dexterity (USA, Europe)"
"0x835e7b75", "0x53554ae9", "DIABLO",             "0x0000", "Diablo (USA) (Proto)"
"0x5754a169", "0x362cbc3b", "DICK TRACY",         "0x0000", "Dick Tracy (USA)"
"0x9826b15a", "0xcdebf5f1", "DIE MAUS",           "0x0000", "Maus, Die (Europe) (En,Fr,De,Es)"
"0xa538ed5f", "0xd31110eb", "DIG DUG",            "0x0000", "Dig Dug (Europe)"
"0xa538ed63", "0xd31111cd", "DIG DUG",            "0x0000", "Dig Dug (USA)"
"0xd6346db6", "0xc1377f07", "DINO          ",     "0x0000", "Dino Breeder (Japan) (Rev A), Dino Breeder (Japan)"
"0xd400ca48", "0xbc5b450a", "DINO2         ",     "0x0000", "Dino Breeder 2 (Japan)"
"0x0585f212", "0x15091fff", "DIRTY RACIN'",       "0x0000", "Dirty Racing (Japan)"
"0xae2e6bda", "0x03591025", "DISNEYS MULAN",      "0x0000", "Mulan (USA, Europe)"
"0x520b8362", "0x7347f082", "DLAIR LEGEND U",     "0x0000", "Dragon's Lair - The Legend (Europe)"
"0x6ac76ce5", "0x45d1aeab", "DLAIR THE LEGE",     "0x0000", "Dragon's Lair - The Legend (USA)"
"0xd1c0dedd", "0xf816af0d", "DMG FOOTBALL",       "0x0000", "Play Action Football (USA)"
"0x5e91b260", "0xc4fdae41", "DMG GARIBA-BOU",     "0x0000", "Kuusou Kagaku Sekai Gulliver Boy - Kuusou Kagaku Puzzle Purittopon!! (Japan)"
"0xb54a120b", "0xbca2d561", "DMG-AAJ",            "0x0000", "Ponta to Hinako no Chindouchuu - Yuujou Hen (Japan)"
"0x9d38c5d1", "0x0b8d1823", "DMG-ASE",            "0x0000", "Boomer's Adventure in ASMIK World (USA)"
"0x8500d998", "0x32c1fabe", "DMG-ASJ",            "0x0000", "Teke Teke! Asmik-kun World (Japan)"
"0x3ea32306", "0x0844bb8c", "DMG-KMJ",            "0x0000", "Kakomunja (Japan)"
"0x9074e471", "0x35f0ec6c", "DMG-MQJ",            "0x0000", "Maerchen Club (Japan)"
"0x51d0a9e3", "0xc47289ce", "DMG-SJJ",            "0x0000", "Snow Bros. Jr. (Japan)"
"0x727b85a9", "0xceed3f49", "DMG-UQJ",            "0x0000", "America Oudan Ultra Quiz (Japan)"
"0xb739864b", "0xd958dfeb", "DMGMOGUMOGUGOM",     "0x0000", "Mogu Mogu Gombo (Japan)"
"0xa6e776e2", "0x5b24137e", "DODGE BALL",         "0x0000", "Nekketsu Koukou Dodgeball-bu - Kyouteki! Dodge Soldier no Maki (Japan)"
"0x4e2fd295", "0x58a36a1c", "DODGE BOY",          "0x0000", "Dodge Boy (Japan)"
"0x5a3366b3", "0xd831169e", "DODGEDANPEI   ",     "0x0000", "Honoo no Toukyuuji - Dodge Danpei (Japan)"
"0x4a98f7d9", "0x7a25674e", "DONKEY KONG",        "0x0000", "Donkey Kong (Japan, USA), Donkey Kong (World) (Rev A)"
"0x88b8b7ce", "0xefcbea81", "DORAEMON",           "0x0000", "Doraemon - Taiketsu HimitsuDougu!! (Japan)"
"0x10f7a717", "0x86669ff2", "DORAEMON2",          "0x0000", "Doraemon 2 - Animal Planet Densetsu (Japan)"
"0x31ee16a6", "0xd6f21028", "DORAEMONDX10",       "0x0000", "Doraemon no Game Boy de Asobouyo Deluxe 10 (Japan)"
"0x3ab4fc47", "0xb3a76ac5", "DORAKYURADENSE",     "0x0000", "Dracula Densetsu (Japan)"
"0x83039d94", "0x0c7d2557", "DORASUREGAIDEN",     "0x0000", "Dragon Slayer - Nemuri no Oukan (Japan)"
"0x6bb82df4", "0x6632711c", "DOUBLE DRIBBLE",     "0x0000", "Double Dribble - 5 on 5 (USA)"
"0xa79475a5", "0xb1e5bcef", "DOUBLEYAKUMAN",      "0x0000", "Double Yakuman (Japan)"
"0xd6cfe0f7", "0x62470ae1", "DOUBLEYAKUMAN ",     "0x0000", "Double Yakuman Junior (Japan)"
"0xea20b333", "0xd7f00afd", "DOUBLEYAKUMAN2",     "0x0000", "Double Yakuman II (Japan)"
"0x0341ddc0", "0xc7c87ff1", "DR FRANKEN",         "0x0000", "Dr. Franken (USA)"
"0x0341de5e", "0xc7c88307", "DR FRANKEN",         "0x0000", "Dr. Franken (Japan)"
"0x6a022ce7", "0xbb5b0569", "DR FRANKEN",         "0x0000", "Dr. Franken (Europe) (En,Fr,De,Es,It,Nl,Sv)"
"0x79077fa7", "0xbcef1f02", "DR FRANKEN 2",       "0x0000", "Dr. Franken II (USA, Europe) (En,Fr,De,Es,It,Nl,Sv)"
"0x9a616e5a", "0x8af02148", "DR.MARIO",           "0x0000", "Dr. Mario (World) (Rev A), Dr. Mario (World)"
"0x8532ad14", "0x9fb3cbc9", "DRACULA",            "0x0000", "Bram Stoker's Dracula (USA, Europe)"
"0x98cf9132", "0xd5ad99c5", "DRACURA2",           "0x0000", "Dracula Densetsu II (Japan)"
"0x8318b369", "0x2bd23552", "DRAGON SLAYER ",     "0x0000", "Dragon Slayer I (Japan)"
"0x16630bec", "0x8727ccf3", "DRAGONHEART",        "0x0000", "DragonHeart (France), DragonHeart (USA, Europe)"
"0xd95c049e", "0x3cb257ae", "DRAGONS LAIR  ",     "0x0000", "Dragon's Lair (Japan)"
"0x2a920759", "0x1506c79c", "DRAGONTAILBIT2",     "0x0000", "Dragon Tail (Japan)"
"0x338f9c87", "0xb9e8e8b9", "DROPZONE",           "0x0000", "Dropzone (Europe)"
"0x4e322794", "0x3ceeb0e9", "DUCK TALES",         "0x0000", "DuckTales (Europe)"
"0x6943e7aa", "0x7e7e7b8b", "DUCK TALES",         "0x0000", "DuckTales (Japan)"
"0x6dfeb287", "0xcf13b402", "DUCK TALES",         "0x0000", "DuckTales (USA)"
"0x8c2822aa", "0xf5f76f45", "DUCK TALES 2",       "0x0000", "DuckTales 2 (Japan)"
"0x96f3ce6b", "0x375689f9", "DUCK TALES 2",       "0x0000", "DuckTales 2 (Europe)"
"0x98bf45f0", "0xffb1ba64", "DUCK TALES 2",       "0x0000", "DuckTales 2 (USA)"
"0x165341fc", "0x19bf6324", "DUNGEONLAND",        "0x0000", "Dungeon Land (Japan)"
"0x38a0f135", "0xeed56ea8", "DYNABLASTER",        "0x0000", "Dynablaster (Europe)"
"0x42ac5ed9", "0xc1940bcf", "Donkey Kong Land",   "0x0000", "Donkey Kong Land (Japan)"
"0x777a95b1", "0xc198b10c", "Donkey Kong Land",   "0x0000", "Donkey Kong Land (USA, Europe)"
"0x4345f295", "0x04d86798", "Donkey Kong Land 2", "0x0000", "Donkey Kong Land 2 (USA, Europe)"
"0xddf43507", "0xa9219765", "Donkey Kong Land 3", "0x0000", "Donkey Kong Land III (USA, Europe) (Beta), Donkey Kong Land III (USA, Europe) (Rev A), Donkey Kong Land III (USA, Europe)"
"0x6c754c16", "0x6bcbbf08", "Double Dragon",      "0x0000", "Double Dragon (Japan)"
"0x85af6249", "0x54b1d998", "Double Dragon",      "0x0000", "Double Dragon (USA, Europe)"
"0x957f6280", "0x12d6eb0d", "Double Dragon 3",    "0x0000", "Double Dragon 3 - The Arcade Game (USA, Europe)"
"0xce0338b2", "0x6dc78c98", "Double Dragon II",   "0x0000", "Double Dragon II (USA, Europe)"
"0x9a616e5a", "0x84774512", "Dr.MARIO",           "0x0000", "Dr. Mario (World) (Beta)"
"0x091a7b73", "0x7fd891a1", "EARTHWORM JIM",      "0x0000", "Earthworm Jim (Europe), Earthworm Jim (USA)"
"0x17ab2884", "0x180577bd", "ECLIPSE",            "0x0000", "X (USA) (Proto)"
"0x44f8e739", "0xe052471b", "EIKEN2KYUEIKAI",     "0x0000", "Goukaku Boy Series - Eiken 2kyuu Level no Kaiwa Hyougen 333 (Japan)"
"0x81c3da6d", "0x39bf1c4a", "EITANGO 1900",       "0x0000", "Goukaku Boy Series - Eitango Target 1900 (Japan)"
"0x543cfdc1", "0x03d342ba", "EITANGO SENTA",      "0x0000", "Goukaku Boy Series - 99 Nendo Ban Eitango Center 1500 (Japan)"
"0x6fddb7a4", "0xa8ff1554", "EIZYUKUGO 1000",     "0x0000", "Goukaku Boy Series - Eijukugo Target 1000 (Japan)"
"0xafe7b9f4", "0xc038c351", "ELEVATOR ACTIO",     "0x0000", "Elevator Action (Japan), Elevator Action (USA, Europe)"
"0x50d9e91f", "0x33b9e41e", "ELITE SOCCER",       "0x0000", "Elite Soccer (USA)"
"0x2a7bf4a4", "0xa6930509", "EMPIRE STRIKES",     "0x0000", "Star Wars - The Empire Strikes Back (Europe), Star Wars - The Empire Strikes Back (USA)"
"0x0f249dfb", "0x91effe8d", "ESPARKS",            "0x0000", "Miracle Adventure of Esparks - Ushinawareta Seiseki Perivron (Japan)"
"0x7501d84a", "0x895f82a4", "EUROMONOPOLY",       "0x0000", "Monopoly (Europe) (En,Fr,De)"
"0x3e8cd8f9", "0xebb27372", "EXCHANGER GB",       "0x0000", "Money Idol Exchanger (Japan)"
"0x5f925a45", "0xfa6c6ac7", "EXTRA BASES!",       "0x0000", "Extra Bases! (USA)"
"0xdd3e15dc", "0xc830c642", "Exodus",             "0x0000", "Exodus - Journey to the Promised Land (USA) (Unl)"
"0xa875db02", "0x3d55d23f", "F1 SPIRIT",          "0x0000", "F-1 Spirit (Japan)"
"0xc39cc3c3", "0x1530f19a", "F1 SUPER DRIVI",     "0x0000", "Suzuki Aguri no F-1 Super Driving (Japan)"
"0xe0fa8747", "0x52bc64eb", "F15 STRIKE EAG",     "0x0000", "F-15 Strike Eagle II (Unknown) (Proto)"
"0xe88173a0", "0x304509c6", "F15 STRIKE EAG",     "0x0000", "F-15 Strike Eagle (USA, Europe)"
"0x504643aa", "0x97345741", "F1RACE",             "0x0000", "F-1 Race (World) (Rev A), F-1 Race (World)"
"0x6b93d7dd", "0x32d96ae2", "FACEBALL 2000 ",     "0x0000", "Faceball 2000 (USA)"
"0xbb213f7f", "0xcec0a0b1", "FAMILY JOCKEY2",     "0x0000", "Family Jockey 2 - Meiba no Kettou (Japan)"
"0xccd35c60", "0xe6bd529d", "FAMILYJOCKEY",       "0x0000", "Family Jockey (Japan)"
"0xbe8f4f69", "0xbd47e104", "FAMISTA",            "0x0000", "Famista (Japan)"
"0x03d00708", "0x1585d54c", "FAMISTA2",           "0x0000", "Famista 2 (Japan)"
"0x0399a17a", "0xad8f0a6d", "FAMISTA3",           "0x0000", "Famista 3 (Japan)"
"0x9d918f47", "0x226d8946", "FASTEST LAP",        "0x0000", "Fastest Lap (Japan, USA)"
"0x663dabe2", "0x10b2aeab", "FELIX THE CAT",      "0x0000", "Felix the Cat (USA, Europe)"
"0xd5ddc94e", "0x50085161", "FERRARI",            "0x0000", "Ferrari Grand Prix Challenge (USA, Europe)"
"0x50ecc0fe", "0xf790d43b", "FERRARI G-PRIX",     "0x0000", "Ferrari (Japan)"
"0x04c8e9b4", "0x41c5f479", "FIFA 98",            "0x0000", "FIFA Road to World Cup 98 (Europe) (Rev A), FIFA Road to World Cup 98 (Europe)"
"0x13d7fe1b", "0x290761da", "FIFA SOCCER",        "0x0000", "FIFA International Soccer (USA, Europe) (En,Fr,De,Es)"
"0x138f82c1", "0x9a8492cd", "FIFA SOCCER 96",     "0x0000", "FIFA Soccer '96 (USA, Europe) (En,Fr,De,Es)"
"0xb229999b", "0xb03b6c6e", "FIFA SOCCER 97",     "0x0000", "FIFA Soccer '97 (USA, Europe)"
"0x016af74e", "0x76dda57b", "FIGHTING SOCCE",     "0x0000", "J.League Fighting Soccer - The King of Ace Strikers (Japan)"
"0x41c3119d", "0x309313c2", "FINAL REVERSE",      "0x0000", "Final Reverse (Japan)"
"0x4e844e04", "0xa0172139", "FIRE FIGHTER",       "0x0000", "Fire Fighter (Europe)"
"0x7aed576c", "0xbc54c652", "FISH DUDE",          "0x0000", "Fish Dude (USA)"
"0x8b1eb0d9", "0x27a2362d", "FLAPPY SPECIAL",     "0x0000", "Flappy Special (Japan)"
"0x023b2354", "0x1cef0854", "FLEETCOMMANDER",     "0x0000", "Fleet Commander VS. (Japan)"
"0x979e9919", "0x62d702ce", "FLINTSTONES",        "0x0000", "Flintstones, The - King Rock Treasure Island (USA, Europe)"
"0x92380bab", "0xa95c0bea", "FLIPULL",            "0x0000", "Flipull (USA)"
"0x95398e2a", "0x8d75539c", "FLIPULL",            "0x0000", "Flipull (Japan)"
"0x76e80730", "0x69967648", "FLYING WARRIOR",     "0x0000", "Fighting Simulator 2 in 1 (USA, Europe)"
"0xfcd40ea1", "0xe5d32245", "FOOTBALL INT'L",     "0x0000", "Football International (Europe)"
"0x6dc6a299", "0x850c68c7", "FOREMAN FOR RE",     "0x0000", "Foreman for Real (Japan)"
"0x789b4efc", "0xa3e6084c", "FOREMAN FOR RE",     "0x0000", "Foreman for Real (USA, Europe)"
"0xf92fcb29", "0xab6b1408", "FRANK THOMAS B",     "0x0000", "Frank Thomas Big Hurt Baseball (USA, Europe)"
"0x3b1fda0a", "0xbff06975", "FRISKY TOM",         "0x0000", "Frisky Tom (Japan)"
"0xb9317519", "0xf1f8afd0", "FROGGER",            "0x0000", "Frogger (USA)"
"0xf8e6a308", "0xf0d44349", "FUNNY FIELD",        "0x0000", "Funny Field (Japan)"
"0x907d9620", "0x41f9e723", "FUNPAK 4IN1",        "0x0000", "4-in-1 Fun Pak (Japan)"
"0xb0460f53", "0xe1b1971a", "FUNPAK 4IN1 - ",     "0x0000", "4-in-1 Fun Pak Volume II (USA, Europe)"
"0x400d3346", "0x813ca3c9", "FURAINO SIREN ",     "0x0000", "Fushigi no Dungeon - Fuurai no Shiren GB - Tsukikage Mura no Kaibutsu (Japan)"
"0xa6bbd2c2", "0x668c2462", "FUSHIGINA BULO",     "0x0000", "Fushigi na Blobby - Princess Blob o Sukue! (Japan)"
"0x4febadd0", "0x5c319f4f", "Fighbird GB",        "0x0000", "Taiyou no Yuusha - Fighbird GB (Japan)"
"0xcc1c5ff5", "0x62363c94", "G&W GALLERY",        "0x0000", "Game & Watch Gallery (Europe), Game & Watch Gallery (USA) (Rev A), Game & Watch Gallery (USA)"
"0x52e3a68a", "0xa2066fee", "G1KING",             "0x0000", "GI King! - Sanbiki no Yosouya (Japan)"
"0x1cb87e27", "0x4620049f", "GALAGA&GALAXIA",     "0x0000", "Arcade Classic No. 3 - Galaga & Galaxian (Europe)"
"0x21003137", "0x0a6b5d77", "GALAGA&GALAXIA",     "0x0000", "Arcade Classic No. 3 - Galaga & Galaxian (USA)"
"0xe0f2ec0d", "0xe144b9b0", "GALAGA&GALAXIA",     "0x0000", "Galaga & Galaxian (Japan)"
"0xb097aefb", "0x76e11e32", "GALLERY1",           "0x0000", "Namco Gallery Vol.1 (Japan)"
"0xc38233bd", "0x5d4916e9", "GALLERY2",           "0x0000", "Namco Gallery Vol.2 (Japan)"
"0xe1890046", "0xa26bed5a", "GALLERY3",           "0x0000", "Namco Gallery Vol.3 (Japan)"
"0x932159a5", "0xb82bef00", "GAME GALLERY",       "0x0000", "Pachio-kun - Game Gallery (Japan)"
"0x412f75ac", "0xf68bc73b", "GAME&WATCH",         "0x0000", "Game Boy Gallery - 5 Games in One (Europe)"
"0xf56937f1", "0x9d0bc4be", "GAMERA DAIKAIJ",     "0x0000", "Gamera - Daikaijuu Kuuchuu Kessen (Japan)"
"0x1cf52ec6", "0xcaf62b9d", "GANBARE GOEMON",     "0x0000", "Ganbare Goemon - Sarawareta Ebisumaru (Japan)"
"0x7e4166ba", "0x712c320f", "GANBARUGA",          "0x0000", "Genki Bakuhatsu Gambaruger (Japan), Mani 4 in 1 (China) (DMG-603 CHN)"
"0x30a5220c", "0x122d91be", "GARFIELD",           "0x0000", "Garfield Labyrinth (Europe)"
"0x989ab1d0", "0x6233f6d9", "GARGOYLE'S",         "0x0000", "Gargoyle's Quest (USA, Europe)"
"0x249fdf88", "0x473380dd", "GAUNTLET II",        "0x0000", "Gauntlet II (USA, Europe)"
"0x9ea5f440", "0x8aa7018a", "GB 3TAMA",           "0x0000", "3 Choume no Tama - Tama and Friends - 3 Choume Obake Panic!! (Japan)"
"0x83697f42", "0x59d90b0b", "GB BASKETBALL",      "0x0000", "GB Basketball (Japan)"
"0x5bf353da", "0x8edfc3f9", "GB BEACHVOLLEY",     "0x0000", "World Beach Volley - 1991 GB Cup (Japan)"
"0x5d0da17a", "0xc4581ca4", "GB BEACHVOLLEY",     "0x0000", "World Beach Volley - 1992 GB Cup (Europe)"
"0xb7c0f34e", "0xbb30e5dd", "GB CRAYON 2",        "0x0000", "Crayon Shin-chan 2 - Ora to Wanpaku Gokko Dazo (Japan)"
"0x30d3d897", "0x2806f2e9", "GB CREYON 5",        "0x0000", "Crayon Shin-chan - Ora no Gokigen Collection (Japan)"
"0x44839841", "0xf077a32b", "GB CULT JUMP",       "0x0000", "Cult Jump (Japan)"
"0x540c197d", "0x6f844a1b", "GB CULT ULTRAM",     "0x0000", "Cult Master - Ultraman ni Miserarete (Japan)"
"0xc1516b68", "0x530c1fb8", "GB DBZ GOKOU",       "0x0000", "Dragon Ball Z - Gokuu Hishouden (Japan)"
"0xe93bd253", "0xae70f4f7", "GB DBZ GOKOU 2",     "0x0000", "Dragon Ball Z - Gokuu Gekitouden (Japan)"
"0x24962fc5", "0x0372d4ef", "GB DRUAGA 1",        "0x0000", "Druaga no Tou (Japan)"
"0x6a443e27", "0xe5e99742", "GB GARMS 1",         "0x0000", "SD Command Gundam - G-Arms (Japan)"
"0x97fed640", "0x5943d15a", "GB GENJIN     ",     "0x0000", "GB Genjin (Japan), Mani 4 in 1 (China) (DMG-605 CHN)"
"0x53cef250", "0x101f8fb7", "GB GENJIN LAND",     "0x0000", "GB Genjin Land - Viva! Chikkun Oukoku (Japan)"
"0xd660d750", "0xefed6c60", "GB GODZILLA",        "0x0000", "Kaijuu Ou Gojira (Japan)"
"0xba31df74", "0xec76109d", "GB IRON LEAGUE",     "0x0000", "Shippuu! Iron Leaguer (Japan)"
"0x53ce536c", "0x733b293f", "GB JIDAIGEKI",       "0x0000", "Kunio-kun no Jidaigeki Da yo Zenin Shuugou! (Japan)"
"0xb25ab0c7", "0xb0eb4130", "GB KINGYOTYUUI",     "0x0000", "Kingyo Chuuihou! - Wapiko no Wakuwaku Stamp Rally! (Japan)"
"0xcc20876e", "0x6deddc8d", "GB KINNIKUMAN ",     "0x0000", "Kinnikuman - The Dream Match (Japan)"
"0xf223cc33", "0x147058e3", "GB KITAROU",         "0x0000", "Gegege no Kitarou - Youkai Souzoushu Arawaru! (Japan)"
"0x0b0fd1a5", "0x83455867", "GB KUREYON SHI",     "0x0000", "Crayon Shin-chan 3 - Ora no Gokigen Athletic (Japan)"
"0xaeed614e", "0xef8601f4", "GB KUREYON SHI",     "0x0000", "Crayon Shin-chan 4 - Ora no Itazura Daihenshin (Japan)"
"0xb3985c64", "0x14ddc1dc", "GB KUREYON SHI",     "0x0000", "Crayon Shin-chan - Ora to Shiro wa Otomodachi Da yo (Japan)"
"0x7b4e62e8", "0xeb444b5c", "GB LACROANHERO",     "0x0000", "SD Gundam Gaiden - Lacroan' Heroes (Japan)"
"0xe290b394", "0xc20737ea", "GB LUCKYMAN",        "0x0000", "Tottemo! Lucky Man - Lucky Cookie Minna Daisuki!! (Japan)"
"0x7170f72c", "0x12fcb048", "GB MARMALADEBO",     "0x0000", "Marmalade Boy (Japan)"
"0x5f7d179f", "0xe8f7afc4", "GB MASKRIDER S",     "0x0000", "Kamen Rider SD - Hashire! Mighty Riders (Japan)"
"0xe64eac6b", "0xf17c4185", "GB MUSASHIROAD",     "0x0000", "Karakuri Kengou Den Musashi Lord (Japan)"
"0xf9f383f5", "0x236fa1dc", "GB NAKAYOSHI1",      "0x0000", "Welcome Nakayoshi Park (Japan)"
"0x91cb88ba", "0x41d91df9", "GB NEW SD GUND",     "0x0000", "Shin SD Gundam Gaiden - Knight Gundam Story (Japan)"
"0xa898cf55", "0xf5da39ec", "GB OTOKOJYUKU ",     "0x0000", "Sakigake!! Otoko Juku - Meioutou Kessen (Japan)"
"0x0d1f3144", "0x6a3fcb20", "GB PATLABOR 1",      "0x0000", "Kidou Keisatsu Patlabor - Nerawareta Machi 1990 (Japan)"
"0x89fa669b", "0x8cd04623", "GB PINGU 1",         "0x0000", "Pingu - Sekai de 1ban Genki na Penguin (Japan)"
"0x9981d535", "0xcd8d434d", "GB POWER MOVIE",     "0x0000", "Mighty Morphin Power Rangers - The Movie (USA, Europe)"
"0x57a10f1f", "0x017816f4", "GB SAILORMOON ",     "0x0000", "Bishoujo Senshi Sailor Moon R (Japan)"
"0xb0ffd454", "0xc79ab341", "GB SHOUGI SAIK",     "0x0000", "Shougi Saikyou (Japan) (Rev A), Shougi Saikyou (Japan)"
"0x78400be0", "0xeed8dbf0", "GB SLAM DUNK",       "0x0000", "From TV Animation Slam Dunk - Gakeppuchi no Kesshou League (Japan)"
"0xa7a9909b", "0x5a1c5eff", "GB SLAM DUNK 2",     "0x0000", "From TV Animation Slam Dunk 2 - Zenkoku e no Tip Off (Japan)"
"0xecb23652", "0xbdf3e5fc", "GB SUPERBIKKUR",     "0x0000", "Super Bikkuriman - Densetsu no Sekiban (Japan)"
"0x265b40e3", "0x700a57bc", "GB TAACHIYAN  ",     "0x0000", "Jungle no Ouja Tar-chan (Japan)"
"0xf2243640", "0x5e151495", "GB TAMAGOTCH 1",     "0x0000", "Game de Hakken!! Tamagotchi (Japan)"
"0x4801dabb", "0x388b7338", "GB TAMAGOTCH 2",     "0x0000", "Game de Hakken!! Tamagotchi 2 (Japan)"
"0xf223fa16", "0x5ba30551", "GB TAMAGOTCHI ",     "0x0000", "Tamagotchi (France)"
"0xf22412ec", "0x5cae99af", "GB TAMAGOTCHI ",     "0x0000", "Tamagotchi (USA, Europe)"
"0x68ab2bfc", "0xa0e8260e", "GB TARURU-TO 1",     "0x0000", "Magical Taruruuto-kun (Japan)"
"0x2eb3aac7", "0xf020dcad", "GB TARURU-TO 2",     "0x0000", "Magical Taruruuto-kun 2 - Raibaa Zone Panic!! (Japan)"
"0xf91edc75", "0x1f4d0ed8", "GB TEKKAMANBLA",     "0x0000", "Uchuu no Kishi Tekkaman Blade (Japan)"
"0x6347082f", "0x8b301b29", "GB ULTRAMANCLU",     "0x0000", "Ultraman Club - Tekikaijuu o Hakken seyo! (Japan)"
"0xdf2792c0", "0xff37d653", "GB UNDOUKAI",        "0x0000", "Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai (Japan)"
"0x43b92a11", "0x6534a3f3", "GBCOLLECTION 1",     "0x0000", "Konami GB Collection Vol.1 (Japan)"
"0xe88f0f07", "0x66e7fb0c", "GBCOLLECTION 2",     "0x0000", "Konami GB Collection Vol.2 (Japan)"
"0xa26f63b8", "0x9d9d8b4c", "GBCOLLECTION 3",     "0x0000", "Konami GB Collection Vol.3 (Japan)"
"0x2906eb74", "0xfbf13c0b", "GBCOLLECTION 4",     "0x0000", "Konami GB Collection Vol.4 (Japan)"
"0xa581668b", "0xa1759098", "GBD1",               "0x0000", "Game Boy Datenlogger 1 (Germany) (v1.0) (GBD1) (Unl)"
"0x487e4f4e", "0xb73c34bb", "GBGENJIN2",          "0x0000", "GB Genjin 2 (Japan)"
"0x40bed7eb", "0x9e9ed5ff", "GBWARS",             "0x0000", "Game Boy Wars (Japan)"
"0xe7df069a", "0xf69d3d18", "GBWARST",            "0x0000", "Game Boy Wars Turbo - Famitsu Version (Japan)"
"0xf9163ba2", "0x68af17c2", "GBWARST",            "0x0000", "Game Boy Wars Turbo (Japan)"
"0x86f3caba", "0x0a83ee42", "GEARWORKS",          "0x0000", "Gear Works (USA, Europe)"
"0x0e65cbcd", "0xddacdf56", "GEMGEM",             "0x0000", "Gem Gem (Japan)"
"0xf77b5e0c", "0xc5a47568", "GENCOL",             "0x0000", "Genjin Collection (Japan)"
"0xb77940d0", "0x77c2f852", "GENERATIONS",        "0x0000", "Star Trek Generations - Beyond the Nexus (USA)"
"0xdff3fe1e", "0xf3f2e57e", "GENERATIONS",        "0x0000", "Star Trek Generations - Beyond the Nexus (Europe)"
"0x67058322", "0x543e30d6", "GENJINCOTTU",        "0x0000", "Genjin Cottsu (Japan)"
"0xeca3e879", "0xb4878acb", "GENSAN",             "0x0000", "Daiku no Gen-san - Ghost Building Company (Japan)"
"0xeca3e8a0", "0xb48896d2", "GENSAN",             "0x0000", "Hammerin' Harry - Ghost Building Company (Europe)"
"0xabeffe2f", "0xd3888501", "GENSAN2",            "0x0000", "Daiku no Gen-san - Robot Teikoku no Yabou (Japan)"
"0xcd510a85", "0x84643fb6", "GENSANQ",            "0x0000", "Kizuchi da Quiz da Gen-san da! (Japan)"
"0x962947bd", "0xf2b610cc", "GEORGE F. BOXI",     "0x0000", "George Foreman's KO Boxing (USA, Europe)"
"0x7b14f063", "0xe29474d2", "GHOSTBUSTERS 2",     "0x0000", "Ghostbusters II (Japan)"
"0x49b30e24", "0x36ba4614", "GHOSTBUSTERS I",     "0x0000", "Ghostbusters II (USA, Europe)"
"0x65244354", "0x27786d49", "GINGA",              "0x0000", "Ginga - Card & Puzzle Collection (Japan) (En,Ja)"
"0x89e3e9f4", "0x8574336e", "GLKSRAD",            "0x0000", "Gluecksrad (Germany)"
"0x6a51bd65", "0x45b47135", "GO GO TANK",         "0x0000", "Go! Go! Tank (Japan)"
"0x75f47e2e", "0x9e0e122f", "GO GO TANK",         "0x0000", "Go! Go! Tank (USA)"
"0xb09f0e36", "0x62b2ae90", "GO! GO! HICHHI",     "0x0000", "Go! Go! Hitchhike (Japan)"
"0x1d6a3379", "0x9c88a943", "GO! GO! KID",        "0x0000", "Soreyuke!! Kid (Japan)"
"0x043a5b93", "0x0d26af13", "GOAL!",              "0x0000", "Goal! (USA)"
"0x1e990c40", "0x4117c55d", "GOAL!",              "0x0000", "Goal! (Europe)"
"0x20e1eb6e", "0x13e0a8b1", "GOD MEDICINE",       "0x0000", "God Medicine - Fantasy Sekai no Tanjou (Japan)"
"0x99624616", "0x04aa67b6", "GOD MEDICINE F",     "0x0000", "God Medicine - Fukkokuban (Japan)"
"0xad2efabf", "0x00ee7098", "GODZILLA",           "0x0000", "Godzilla (USA, Europe)"
"0xb375915c", "0xf1daef23", "GODZILLA",           "0x0000", "Gojira-kun (Japan)"
"0x02df2186", "0x4438ec97", "GOGO ACKMAN   ",     "0x0000", "Go Go Ackman (Japan)"
"0x9c861662", "0x6732b36c", "GOLF",               "0x0000", "Golf (World)"
"0x3270f833", "0x47110e5b", "GOLF CLASSIC",       "0x0000", "Golf Classic (Europe)"
"0xc3f9e000", "0x839e7840", "GOURMET PARADI",     "0x0000", "Mr. Chin's Gourmet Paradise (USA)"
"0xc124a662", "0x4b8a9d23", "GRADIUS",            "0x0000", "Gradius - The Interstellar Assault (USA)"
"0x4b3472f4", "0x2d778283", "GREAT GREED",        "0x0000", "Great Greed (USA)"
"0xa08d5b33", "0x4543ce26", "GREMLINS 2",         "0x0000", "Gremlins 2 - The New Batch (World)"
"0x6131f904", "0xda8a33b2", "GURANDERMUSASH",     "0x0000", "Grander Musashi RV (Japan)"
"0x6d3ab38f", "0x5b5f0f03", "Game Boy Gallery",   "0x0000", "Game Boy Gallery (Japan)"
"0xa7096e59", "0x0cfa766c", "Game Boy Gallery 2", "0x0000", "Game Boy Gallery 2 (Japan)"
"0xd191f283", "0xed5555d8", "Game Boy Gallery 2", "0x0000", "Game Boy Gallery 2 (Australia)"
"0x9a72dc58", "0x8d0e60a3", "HARIMANADA",         "0x0000", "Aa Harimanada (Japan)"
