"vramHash1",  "vramHash2",  "title",              "dmaFix", "comment"
"0xe4253618", "0x7da4d83e", "MONOPOLY",           "0x0000", "Monopoly (Japan)"
"0xe5f359d5", "0x67785955", "MONOPOLY",           "0x0000", "Monopoly (USA)"
"0x86c2e310", "0xb976f001", "MONSTER MAKER",      "0x0000", "Monster Maker - Barcode Saga (Japan)"
"0xfe419599", "0x1d00a518", "MONSTER MAKER ",     "0x0000", "Monster Maker (Japan)"
"0x8dff2f1c", "0x59548207", "MONSTER MAX",        "0x0000", "Monster Max (Europe) (En,Fr,De,Es,It,Nl)"
"0x65eb0f67", "0x3130246e", "MONSTER RACE",       "0x0000", "Monster Race (Japan)"
"0xb24f34d8", "0x1d86a03e", "MONSTER WARS",       "0x0000", "Monster Truck Wars (USA, Europe)"
"0xbce4c744", "0x55e01a0f", "MONSTERTRUCK",       "0x0000", "Monster Truck (Japan)"
"0x522ae3e7", "0x377aecf4", "MOTOCROSSMANIA",     "0x0000", "Motocross Maniacs (USA)"
"0x5462408e", "0x7875fe2d", "MOTOCROSSMANIA",     "0x0000", "Motocross Maniacs (Japan)"
"0x5afd85bd", "0x38fbd995", "MOTOCROSSMANIA",     "0x0000", "Motocross Maniacs (Europe) (Rev A)"
"0x84f564d8", "0x28a3ca1a", "MOTOCROSSMANIA",     "0x0000", "Motocross Maniacs (Europe)"
"0x310bb5f9", "0xcb4c45e9", "MOUSE TRAP HOT",     "0x0000", "Mouse Trap Hotel (USA)"
"0x50c52e47", "0x684f0df5", "MR NUTZ",            "0x0000", "Mr. Nutz (Europe)"
"0x8a0b72db", "0x81489ae2", "MR.DO!",             "0x0000", "Mr. Do! (Europe)"
"0x91c8da3d", "0xb8af9218", "MR.DO!",             "0x0000", "Mr. Do! (USA)"
"0xad8d1936", "0xdc7e1c82", "MS.PAC-MAN",         "0x0000", "Ms. Pac-Man (Europe), Ms. Pac-Man (USA)"
"0x30702e88", "0xcec713f4", "MUHAMMAD ALI",       "0x0000", "Muhammad Ali Heavyweight Boxing (USA, Europe)"
"0x22b15d30", "0xc4dbb3e3", "MYSTERIUM",          "0x0000", "Mysterium (Japan), Mysterium (USA)"
"0x1e95db79", "0x9afe81c4", "Mystic Quest",       "0x0000", "Mystic Quest (Germany)"
"0xf1077375", "0x9d3c41c2", "Mystic Quest",       "0x0000", "Mystic Quest (Europe)"
"0xf4733db7", "0x019d7f63", "Mystic Quest",       "0x0000", "Mystic Quest (France)"
"0xeadc822e", "0xf4c4f7ec", "MYSTICAL NINJA",     "0x0000", "Mystical Ninja Starring Goemon (Europe), Mystical Ninja Starring Goemon (USA)"
"0xcbfe9235", "0x55255390", "Mazekko Monster",    "0x0000", "Chou Mashin Eiyuu Den Wataru - Mazekko Monster 2 (Japan)"
"0xdd1af877", "0x512b09da", "Mazekko Monster",    "0x0000", "Chou Mashin Eiyuu Den Wataru - Mazekko Monster (Japan) (Beta), Chou Mashin Eiyuu Den Wataru - Mazekko Monster (Japan)"
"0x5dc952ac", "0x624380a2", "Medarot",            "0x0000", "Medarot - Kabuto Version (Japan) (Rev A), Medarot - Kabuto Version (Japan), Medarot - Kuwagata Version (Japan) (Rev A), Medarot - Kuwagata Version (Japan)"
"0xfff39000", "0xc721c800", "Mick & Mack",        "0x0000", "Mick & Mack as the Global Gladiators (USA) (Proto)"
"0xfd7a94e1", "0x8cd7b64d", "Micro machines 2",   "0x0000", "Micro Machines 2 - Turbo Tournament (Europe)"
"0xd600736a", "0xf3ddc8d2", "Monster Maker 2",    "0x0000", "Monster Maker 2 - Uru no Hiken (Japan)"
"0x686104ea", "0xd956a443", "Mortal Combat",      "0x0000", "Mortal Kombat (Japan), Mortal Kombat (USA, Europe)"
"0xdccb2ee6", "0x0e94b696", "Mortal Combat 3",    "0x0000", "Mortal Kombat 3 (Europe), Mortal Kombat 3 (USA)"
"0xf0875859", "0x2d1b87c4", "Mortal Combat I&II", "0x0000", "Mortal Kombat & Mortal Kombat II (Japan), Mortal Kombat & Mortal Kombat II (USA, Europe)"
"0xb13f36b1", "0xdb5e4d9a", "Mortal Combat II",   "0x0000", "Mortal Kombat II (USA, Europe), Mortal Kombat II - Kyuukyoku Shinken (Japan)"
"0x33503e94", "0x35d3c6dd", "NADA ASATAROU ",     "0x0000", "Nada Asatarou no Powerful Mahjong - Tsugi no Itte 100 Dai (Japan)"
"0x9ac44ab2", "0x45d2a476", "NAIL N SCALE",       "0x0000", "Nail'n Scale (USA, Europe)"
"0x0b3f4b18", "0x13be94a9", "NAMCOCLASSIC",       "0x0000", "Namco Classic (Japan)"
"0x96f39f1e", "0xfb85f549", "NANONOTE",           "0x0000", "Nanonote (Japan)"
"0x01f3917a", "0x8c31a21d", "NASCARFASTTRAC",     "0x0000", "Bill Elliott's NASCAR Fast Tracks (USA)"
"0xb3212f2e", "0xd02ca400", "NAVY BLUE",          "0x0000", "Kaisen Game - Navy Blue (Japan)"
"0x01893017", "0x471f3f6a", "NAVY BLUE 90",       "0x0000", "Navy Blue 90 (Japan)"
"0x7084c68f", "0xe005002f", "NAVY BLUE 98",       "0x0000", "Navy Blue 98 (Japan)"
"0xb74c03cb", "0x9bd3db17", "NAVY SEALS",         "0x0000", "Navy SEALs (USA, Europe)"
"0x53595f03", "0x194e6f46", "NBA JAM",            "0x0000", "NBA Jam (USA, Europe)"
"0xc06371bd", "0x9f0c5892", "NBA JAM TE",         "0x0000", "NBA Jam - Tournament Edition (Japan), NBA Jam - Tournament Edition (USA, Europe)"
"0x6ec2ba5d", "0x4178ae6e", "NBA LIVE 96",        "0x0000", "NBA Live 96 (USA, Europe)"
"0x252641c7", "0x06b500d3", "NEKOJARA",           "0x0000", "Nekojara Monogatari (Japan)"
"0x1b116ce2", "0x75cf9ce0", "NEMESIS",            "0x0000", "Nemesis (Japan)"
"0x1ca83ef7", "0x1d4557af", "NEMESIS",            "0x0000", "Nemesis (USA)"
"0x21e8f206", "0x8d0a1062", "NEMESIS",            "0x0000", "Nemesis (Europe)"
"0x57b43bb0", "0xbb2c2ef7", "NEMESIS 2",          "0x0000", "Nemesis II (Japan)"
"0xfab564d9", "0x602adfd9", "NEMESIS 2 HERO",     "0x0000", "Nemesis II - The Return of the Hero (Europe)"
"0x359eeafe", "0x6aebc715", "NETTOU KOF 95",      "0x0000", "King of Fighters '95, The (Europe)"
"0x49be4d06", "0x0cc77d1d", "NETTOU KOF 95",      "0x0000", "Nettou The King of Fighters '95 (Japan)"
"0xb48eee85", "0xbd59f4f5", "NETTOU KOF 95",      "0x0000", "King of Fighters '95, The (USA)"
"0xe1e85c1d", "0xb14ca8f0", "NETTOU KOF 96",      "0x0000", "Nettou The King of Fighters '96 (Japan)"
"0x97ec779c", "0xf31316bf", "NETTOU SAMURAI",     "0x0000", "Nettou Samurai Spirits (Japan) (Rev A), Nettou Samurai Spirits (Japan)"
"0xb6a82b3c", "0x9907118a", "NETTOUGAROU2",       "0x0000", "Nettou Garou Densetsu 2 - Aratanaru Tatakai (Japan)"
"0x4f69941d", "0x78ea99fa", "NEW CHESSMASTE",     "0x0000", "Chessmaster, The (DMG-EM) (Japan)"
"0xa6a74dc9", "0xb9e34f9f", "NEW CHESSMASTE",     "0x0000", "New Chessmaster, The (Japan) (En,Ja)"
"0xb50fe5fb", "0xd9cb5699", "NEW CHESSMASTE",     "0x0000", "New Chessmaster, The (USA, Europe)"
"0x3841b5e6", "0xbbb8b6ff", "NFL FOOTBALL",       "0x0000", "NFL Football (USA)"
"0x148cdcd9", "0xb84b07b8", "NFL QB CLUB 96",     "0x0000", "NFL Quarterback Club '96 (USA, Europe)"
"0x17defa97", "0x2ea24872", "NFL QUARTERBAC",     "0x0000", "NFL Quarterback Club (USA, Europe)"
"0x3fb17081", "0x873f7b2d", "NFL QUARTERBAC",     "0x0000", "NFL Quarterback Club II (USA, Europe)"
"0x7e854a61", "0x79e2ac65", "NFL QUARTERBAC",     "0x0000", "NFL Quarterback Club (Japan)"
"0xaf7991ce", "0x0c62c343", "NHL 96",             "0x0000", "NHL '96 (USA, Europe)"
"0xab6d5c44", "0x873bb069", "NHL HOCKEY 95",      "0x0000", "NHL Hockey '95 (USA, Europe)"
"0x2d9c5489", "0xc0ec037c", "NIGEL MANSELL",      "0x0000", "Nigel Mansell's World Championship (Europe)"
"0x4d8a2aa7", "0x1d3b08ba", "NIHON DAIHYOU ",     "0x0000", "Nihon Daihyou Team - Eikou no Eleven (Japan)"
"0xff71df21", "0x72f30682", "NIHONSHI 201 G",     "0x0000", "Goukaku Boy Series - Nihonshi Target 201 (Japan)"
"0xb54053f1", "0x7eae713d", "NINJA BOY",          "0x0000", "Ninja Boy (USA, Europe)"
"0xa7ff4b9f", "0xc3718eb0", "NINJA BOY 2",        "0x0000", "Ninja Boy 2 (USA, Europe)"
"0xbd196a6a", "0x9f0b4c09", "NINJA RYUKENDE",     "0x0000", "Ninja Ryuuken Den - Matenrou Kessen (Japan)"
"0x99def500", "0x6aed2b5e", "NINJA SPIRIT",       "0x0000", "Saigo no Nindou (Japan)"
"0x29edd7bc", "0x1ffb2090", "NINJATARO",          "0x0000", "Ninja Taro (USA) (Beta)"
"0xc30d4007", "0x5ef2c003", "NINJATARO",          "0x0000", "Ninja Taro (USA)"
"0x4d22eb60", "0x5626cd4a", "NINKU",              "0x0000", "Ninku (Japan)"
"0x044952ba", "0xc30685c0", "NINKU 2",            "0x0000", "Ninku Dai-2-dan - Ninku Sensou Hen (Japan)"
"0x7f040b0c", "0x0f6e901d", "NINTAMA EAWASE",     "0x0000", "Nintama Rantarou GB - Eawase Challenge Puzzle (Japan)"
"0x7f69d047", "0xc4a2900a", "NINTAMA PUZZLE",     "0x0000", "Puzzle Nintama Rantarou (Japan)"
"0x07fa637e", "0xcb2c18fe", "NINTAMA RANTAR",     "0x0000", "Nintama Rantarou GB (Japan)"
"0xe5cf93cc", "0x7e022890", "NITINOU SANSUU",     "0x0000", "Goukaku Boy Series - Shikakui Atama o Maruku Suru - Suuji de Asobou Sansuu Hen (Japan) (Rev A), Goukaku Boy Series - Shikakui Atama o Maruku Suru - Suuji de Asobou Sansuu Hen (Japan)"
"0xc71dd140", "0x4c2c283b", "NOBUNAGA",           "0x0000", "Nobunaga's Ambition (USA)"
"0xc853e01d", "0xa02d512c", "NOBUNAGA",           "0x0000", "Nobunaga no Yabou - Game Boy Ban (Japan)"
"0xd298a1e5", "0xa330b903", "NONTAN",             "0x0000", "Nontan to Issho - Kurukuru Puzzle (Japan)"
"0xfab282bf", "0x4363dc73", "NOOBOW",             "0x0000", "Noobow (Japan)"
"0x22ded44d", "0x485dcb2e", "NORTH STAR",         "0x0000", "Fist of the North Star (USA)"
"0x9738cc10", "0x9e5b270e", "NYANTOWONDERFU",     "0x0000", "Itsudemo! Nyan to Wonderful (Japan)"
"0x08cbd196", "0x29bb7e7b", "Nicklaus Golf",      "0x0000", "Jack Nicklaus Golf (France), Jack Nicklaus Golf (USA, Europe)"
"0x4d33bb9a", "0xc3008894", "Ninja Gaiden",       "0x0000", "Ninja Gaiden Shadow (USA), Shadow Warriors (Europe)"
"0x3241803a", "0xaecf0057", "OBELIX",             "0x0000", "Asterix & Obelix (Europe) (Fr,De)"
"0x38d9ec72", "0xff0a713e", "OBELIX",             "0x0000", "Asterix & Obelix (Europe) (En,Es)"
"0x3eccc00b", "0x7f82b4d8", "ODDWORLD ADVEN",     "0x0000", "Oddworld Adventures (USA, Europe)"
"0x2d8015fe", "0x1fa6f62a", "OIRA JAJAMARU",      "0x0000", "Oira Jajamaru! Sekai Daibouken (Japan)"
"0x5a0d1e2c", "0x8d39992e", "OLYMPIC GAMES",      "0x0000", "Olympic Summer Games (USA, Europe)"
"0x9c3bebcb", "0xead6b05c", "OLYMPUS",            "0x0000", "Battle of Olympus, The (Europe) (En,Fr,De,Es,It)"
"0x03c3f77d", "0xf42c65de", "ON THE TILES",       "0x0000", "Franky, Joe & Dirk... On the Tiles (Europe) (En,Fr,De,Es,It,Nl)"
"0x963fd904", "0x78b617cd", "ONI",                "0x0000", "Kinin Koumaroku Oni (Japan)"
"0xd0bc56b1", "0xcfd2d831", "ONI 2",              "0x0000", "Oni II - Innin Densetsu (Japan)"
"0x4e667720", "0xea94427a", "ONI 3",              "0x0000", "Oni III - Kuro no Hakaishin (Japan)"
"0x0133923a", "0xf0157052", "ONI 4",              "0x0000", "Oni IV - Kijin no Ketsuzoku (Japan)"
"0xd8567c7e", "0x6ecd4a61", "ONI 5",              "0x0000", "Oni V - Innin o Tsugumono (Japan)"
"0x2f0651c1", "0x8da7e7c3", "ONI-PACHINKOTE",     "0x0000", "Onigashima Pachinkoten (Japan)"
"0xe240c4bc", "0x3e8a09d2", "OPERATION C",        "0x0000", "Operation C (USA)"
"0x31639ff0", "0xafd1a6d1", "OTHELLO",            "0x0000", "Othello (Europe)"
"0x4c0318d7", "0xb4c61077", "OTHELLO",            "0x0000", "Othello (Japan)"
"0x70ab89fd", "0xc2b6a9df", "OTHELLO WORLD",      "0x0000", "Othello World (Japan)"
"0x99c7b23f", "0xc1275436", "OTOGI BANASI T",     "0x0000", "Otogibanashi Taisen (Japan)"
"0x7174ec51", "0x45e201dd", "OTTIFANTEN",         "0x0000", "Otto's Ottifanten - Baby Bruno's Nightmare (Europe) (En,Fr,De,Es)"
"0xfc76e71b", "0xd8eb1888", "OUT BURST",          "0x0000", "Outburst (Japan)"
"0x5ddc4ba3", "0xa61051a9", "OUT OF GAS",         "0x0000", "Out of Gas (USA)"
"0x47823887", "0xc4103bbb", "OUT TO LUNCH",       "0x0000", "Pierre le Chef Is... Out to Lunch (Europe)"
"0x02f2db50", "0x7a4fd4a8", "P-MAN",              "0x0000", "P-Man GB (Japan)"
"0xcffc57d2", "0x5ee7b440", "PA BINGO",           "0x0000", "Panel Action Bingo (USA)"
"0xff2813a0", "0x352e4058", "PAC-ATTACK",         "0x0000", "Pac-Attack (USA)"
"0x51515d9e", "0xb90d6657", "PAC-IN-TIME",        "0x0000", "Pac-In-Time (Europe)"
"0x63bff91d", "0x5b0b1e8a", "PAC-IN-TIME",        "0x0000", "Pac-In-Time (Japan)"
"0xa6fc336c", "0x62bed973", "PAC-IN-TIME",        "0x0000", "Pac-In-Time (USA)"
"0xca9f1724", "0x484bab40", "PAC-MAN",            "0x0000", "Pac-Man (Japan)"
"0xcbb328c1", "0x3ed0bc0d", "PAC-MAN",            "0x0000", "Pac-Man (Europe)"
"0xe6a1256d", "0xf829d741", "PAC-MAN",            "0x0000", "Pac-Man (USA)"
"0x79ae9c90", "0x4e11c841", "PAC-PANIC",          "0x0000", "Pac-Panic (Japan)"
"0xd12e22c4", "0x7905e8cf", "PAC-PANIC",          "0x0000", "Pac-Panic (Europe)"
"0x55e591d2", "0x2bf9a99d", "PACHI SLOT KID",     "0x0000", "Pachi-Slot Kids 3 (Japan)"
"0x049737c1", "0x73be67b4", "PACHINCOGAIDEN",     "0x0000", "Pachinko Monogatari Gaiden (Japan)"
"0x07bbfcce", "0xe9f634f4", "PACHINKO GENSA",     "0x0000", "Pachinko CR Daiku no Gen-san GB (Japan)"
"0xa6ea025d", "0x42f4fa88", "PACHINKO TIME",      "0x0000", "Pachinko Time (Japan)"
"0x03bbb827", "0x4e3db320", "PACHIO KUN",         "0x0000", "Pachio-kun (Japan)"
"0x8934dac1", "0x2ba626f0", "PACHIOKUN 2",        "0x0000", "Pachio-kun 2 (Japan)"
"0xc4489e72", "0xc00fae8b", "PACHIOKUN 3",        "0x0000", "Pachio-kun 3 (Japan)"
"0x7d427f80", "0xb52e079a", "PACHISLO GB",        "0x0000", "Pachi-Slot Hisshou Guide GB (Japan)"
"0xa8f91961", "0xff9ea01c", "PACHISLOT JR 0",     "0x0000", "GB Pachi-Slot Hisshouhou! Jr (Japan)"
"0x16cd02bc", "0xd20fa691", "PACHISLOT KIDS",     "0x0000", "Pachi-Slot Kids (Japan)"
"0xccdcb676", "0x0d362626", "PACHISLOT KIDS",     "0x0000", "Pachi-Slot Kids 2 (Japan)"
"0x052a4e84", "0xeeb3786d", "PACHISURO WC'9",     "0x0000", "Pachi-Slot World Cup '94 (Japan)"
"0xdd34f009", "0xb8122d0f", "PAINTERMOMOPIE",     "0x0000", "Painter Momopie (Japan)"
"0x8d1c0e48", "0x136cca90", "PALAMEDES",          "0x0000", "Palamedes (Japan)"
"0x958ab290", "0x0a3484f3", "PALAMEDES",          "0x0000", "Palamedes (Europe)"
"0x385b8d41", "0xc370ad2c", "PANG",               "0x0000", "Pang (Europe)"
"0xf5a50666", "0x8fc466a2", "PAPERBOY",           "0x0000", "Paperboy (USA, Europe)"
"0x0aba6190", "0x03a473e2", "PAPERBOY 2",         "0x0000", "Paperboy 2 (USA, Europe)"
"0xa8e69d5c", "0x7e11ff98", "PAPUWAKUNN",         "0x0000", "Nangoku Shounen Papuwa-kun - Ganmadan no Yabou (Japan)"
"0x9e01f78e", "0x8dde51f3", "PARASOL STARS",      "0x0000", "Parasol Stars - Rainbow Islands II (Europe)"
"0x23da665c", "0x80368144", "PARASORU HEMBE",     "0x0000", "Parasol Henbee (Japan)"
"0x43885fe6", "0xa5df24d1", "PARODIUS",           "0x0000", "Parodius (Europe)"
"0x74d2b36e", "0x2eca2688", "PARODIUS DA!",       "0x0000", "Parodius Da! (Japan)"
"0x205e1ac1", "0x93e894ee", "PARTS COLLECTI",     "0x0000", "Medarot - Parts Collection (Japan)"
"0x2a3324ad", "0xeaeaaa89", "PARTSCOLLECTIO",     "0x0000", "Medarot - Parts Collection 2 (Japan)"
"0x10f943d6", "0x4b8ad2f3", "PAWAPURO GB",        "0x0000", "Power Pro GB (Japan) (Rev A), Power Pro GB (Japan)"
"0x54e70bbc", "0x3aa5baa1", "PEETAN",             "0x0000", "Peetan (Japan)"
"0xe588671a", "0x690dd8b0", "PENGUIN BOY",        "0x0000", "Osawagase! Penguin Boy (Japan)"
"0xc469d5b1", "0x38bd528d", "PENGUIN LAND",       "0x0000", "Penguin Land (Japan)"
"0xf503cdf4", "0x1b9410d6", "PENGUIN WARS",       "0x0000", "Penguin Wars (USA)"
"0xcdeb73f9", "0x059b4758", "PENGUINKUNWARS",     "0x0000", "Penguin-kun Wars VS. (Japan)"
"0xbcf8ecd9", "0x49e30348", "PENTADRAGON",        "0x0000", "Penta Dragon (Japan)"
"0x08dc4e6c", "0xd623a8f9", "PERSONAL ORGAN",     "0x0000", "InfoGenius Productivity Pak - Personal Organizer and Phone Book (USA)"
"0xe06debfe", "0xffa757e9", "PERSONAL ORGAN",     "0x0000", "InfoGenius Systems - Personal Organizer with Phone Book (Europe)"
"0x7997ca14", "0x1dead3ad", "PGA EURO TOUR",      "0x0000", "PGA European Tour (USA, Europe)"
"0x0d79be91", "0x0f036a3a", "PGA TOUR 96",        "0x0000", "PGA Tour 96 (USA, Europe)"
"0x9b59a121", "0x09abc1a8", "PHANTASM",           "0x0000", "Phantasm (Japan)"
"0xc228fdc0", "0x11520b6e", "PHANTOM AIR MI",     "0x0000", "Phantom Air Mission (Europe)"
"0x68302295", "0x33eba75e", "PICROSS 2",          "0x0000", "Picross 2 (Japan)"
"0x3df0ffd6", "0x6f1bc0ab", "PINBALL",            "0x0000", "Pinball - 66hiki no Wani Daikoushin! (Japan)"
"0xc2a07158", "0x35ca848f", "PINBALL",            "0x0000", "Pinball - Revenge of the 'Gator (USA, Europe)"
"0x05118f60", "0x437f5c9a", "PINBALL DELUXE",     "0x0000", "Pinball Deluxe (Europe)"
"0x60019404", "0x1cf83420", "PINBALL DREAMS",     "0x0000", "Pinball Dreams (USA, Europe)"
"0x9b646cae", "0x7c3bde7c", "PINBALL FANTAS",     "0x0000", "Pinball Fantasies (USA, Europe)"
"0xd7f9cb34", "0x01c8ee2c", "PINBALL MANIA",      "0x0000", "Pinball Mania (Europe)"
"0x2451181f", "0x673f109f", "PINBALL PARTY",      "0x0000", "Hero Shuugou!! Pinball Party (Japan)"
"0x24328224", "0xca6345a3", "PINOCCHIO",          "0x0000", "Pinocchio (Europe)"
"0x376ddcab", "0x8cb93c15", "PINOCCHIO",          "0x0000", "Pinocchio (USA)"
"0x0e007039", "0x1b2fbf92", "PIPE DREAM",         "0x0000", "Pipe Dream (Japan)"
"0x5bd1761c", "0xc16dadbc", "PIPE DREAM",         "0x0000", "Pipe Dream (USA)"
"0x9f784904", "0xa3d38a4c", "PIT FIGHTER",        "0x0000", "Pit Fighter (USA, Europe)"
"0x898a3d99", "0x3fb18544", "PITMAN",             "0x0000", "Pitman (Japan)"
"0x23b6d393", "0x7d826827", "PLAT JEOPARDY!",     "0x0000", "Jeopardy! - Platinum Edition (USA)"
"0x74d80bc5", "0xccf33d77", "POCAHONTAS",         "0x0000", "Pocahontas (USA, Europe)"
"0x507a6cbb", "0x7d3cf55c", "POCKET BASS FI",     "0x0000", "Pocket Bass Fishing (Japan)"
"0x7e448108", "0x7e42b604", "POCKET BATTLE",      "0x0000", "Pocket Battle (Japan)"
"0x13a148e2", "0xe4b8b6e5", "POCKET DENSYA",      "0x0000", "Pocket Densha (Japan)"
"0xb9599cc5", "0x31bd469e", "POCKET GOLF   ",     "0x0000", "Pocket Golf (Japan)"
"0x58872800", "0x5150c400", "POCKET JOCKEY",      "0x0000", "Shin Keiba Kizoku Pocket Jockey (Japan)"
"0x4b140fef", "0xb8dbb79e", "POCKET KYOROCH",     "0x0000", "Pocket Kyoro-chan (Japan)"
"0x8a6d48a1", "0xb1a6593c", "POCKET LOVE",        "0x0000", "Pocket Love (Japan)"
"0xb9a7b563", "0x36875c8f", "POCKET LOVE 2",      "0x0000", "Pocket Love 2 (Japan)"
"0x65582db4", "0x96487f60", "POCKET MAHJAN",      "0x0000", "Pocket Mahjong (Japan)"
"0x0e626f0b", "0xa5dac33a", "POCKET PUYOPUY",     "0x0000", "Pocket Puyo Puyo Tsuu (Japan)"
"0x6996f160", "0x5db663cc", "POCKET SHOGI",       "0x0000", "Pocket Shougi (Japan)"
"0x57ce2cb4", "0x7d777feb", "POCKET STADIUM",     "0x0000", "Pocket Stadium (Japan)"
"0xe2976b0d", "0xa4e4afdc", "POCKETSONAR",        "0x0000", "Pocket Sonar (Japan)"
"0x84e3bb22", "0x0f4f4a62", "POKEBOM",            "0x0000", "Pocket Bomberman (Europe)"
"0x09eb98bb", "0x0a016f3f", "POKEMON YELAPS",     "0x0000", "Pokemon - Edicion Amarilla - Edicion Especial Pikachu (Spain) (GBC,SGB Enhanced), Pokemon - Gelbe Edition - Special Pikachu Edition (Germany) (GBC,SGB Enhanced), Pokemon - Version Jaune - Edition Speciale Pikachu (France) (GBC,SGB Enhanced), Pokemon - Versione Gialla - Speciale Edizione Pikachu (Italy) (GBC,SGB Enhanced)"
"0x09eb96ef", "0x0a00691b", "POKEMON YELLOW",     "0x0000", "Pokemon - Yellow Version - Special Pikachu Edition (USA, Europe) (GBC,SGB Enhanced)"
"0x9728e4e7", "0x05869223", "POKEMON YELLOW",     "0x0000", "Pocket Monsters - Pikachu (Japan) (Rev 1), Pocket Monsters - Pikachu (Japan) (Rev 2), Pocket Monsters - Pikachu (Japan) (Rev 3), Pocket Monsters - Pikachu (Japan)"
"0x8cd80c16", "0x52821e3e", "POKONYAN!",          "0x0000", "Pokonyan! - Yume no Daibouken (Japan)"
"0xc0f2f312", "0xe30ae1d7", "POP UP",             "0x0000", "Pop Up (Europe)"
"0x75a83cc0", "0xa3e1afe4", "POP'N TWINBEE",      "0x0000", "Pop'n TwinBee (Europe)"
"0x191d038d", "0xb9584fae", "POPEYE",             "0x0000", "Popeye (Japan)"
"0x002c185c", "0x6a433f3e", "POPEYE 2",           "0x0000", "Popeye 2 (Japan)"
"0x208a1089", "0x0b421ab0", "POPEYE 2",           "0x0000", "Popeye 2 (Europe)"
"0x38826855", "0x4e22c6bb", "POPEYE 2",           "0x0000", "Popeye 2 (USA)"
"0x0b371933", "0x80f45b1b", "POPULOUS",           "0x0000", "Populous (Europe), Populous (Japan)"
"0xa0425786", "0xcab6da85", "POWER MISSION",      "0x0000", "Power Mission (Japan) (Rev A), Power Mission (Japan), Power Mission (USA)"
"0xdd016e16", "0x58160fa6", "POWER MODELLER",     "0x0000", "Gekitou Power Modeller (Japan)"
"0xdb31b60d", "0xabcd9c9b", "POWER RACER",        "0x0000", "Power Racer (Europe), Power Racer (USA)"
"0xb6af1815", "0x1dc7d2ab", "POWER RANGERS",      "0x0000", "Mighty Morphin Power Rangers (USA, Europe)"
"0xd6e387d4", "0x7ac9e7f5", "PREHISTORIK MA",     "0x0000", "Prehistorik Man (USA, Europe)"
"0x9f3fdedf", "0x6da8b936", "PRIMAL RAGE",        "0x0000", "Primal Rage (USA, Europe)"
"0x130f55a1", "0x0f3fc488", "PRINCE OF PERS",     "0x0000", "Prince of Persia (Japan)"
"0x4e6bf541", "0x719052d8", "PRINCE OF PERS",     "0x0000", "Prince of Persia (Europe) (En,Fr,De,Es,It)"
"0x9d30efd7", "0xee7c183c", "PRINCE OF PERS",     "0x0000", "Prince of Persia (USA)"
"0x4f8fd0dd", "0x9823e2f6", "PRINCE VALIANT",     "0x0000", "Legend of Prince Valiant, The (Europe) (En,Fr,De)"
"0x3059f474", "0xdbf3eb81", "PRIPRI",             "0x0000", "Pri Pri - Primitive Princess! (Japan)"
"0xcca5fbd0", "0x8125c773", "PRO SOCCER",         "0x0000", "Pro Soccer (Japan)"
"0x505bef60", "0xabc64bd0", "PROBOTECTOR",        "0x0000", "Probotector (Europe)"
"0x04c50825", "0xc89fee5e", "PROWRES",            "0x0000", "Pro Wrestling (Japan)"
"0xc8d0aace", "0x4fee59eb", "PROWRES",            "0x0000", "HAL Wrestling (USA) (Beta), HAL Wrestling (USA)"
"0x10429394", "0xfb9e63fe", "PURIKURA POCKE",     "0x0000", "Purikura Pocket 2 - Kareshi Kaizou Daisakusen (Japan)"
"0x99e568d0", "0xd38d7b56", "PURIKURA POCKE",     "0x0000", "Purikura Pocket - Fukanzen Joshikousei Manual (Japan)"
"0xd3d999c3", "0x244f3b84", "PURIKURAPOCKET",     "0x0000", "Purikura Pocket 3 - Talent Debut Daisakusen (Japan)"
"0x7d57a3df", "0x5f3d013b", "PUYOPUYO",           "0x0000", "Puyo Puyo (Japan) (Rev A), Puyo Puyo (Japan)"
"0xdae0c1bf", "0x9148145d", "PUZZLE BOY",         "0x0000", "Puzzle Boy (Japan)"
"0x16b0a4f5", "0x8ff26ff2", "PUZZLE BOY2",        "0x0000", "Puzzle Boy II (Japan)"
"0xc926b969", "0xfa00d6da", "PUZZLE ROAD",        "0x0000", "Bouken! Puzzle Road (Japan)"
"0x3f45f5ec", "0x7448c955", "PUZZNIC",            "0x0000", "Puzznic (Japan)"
"0x508b8421", "0x158ca00d", "PYRAMIDS OF RA",     "0x0000", "Pyramids of Ra (USA)"
"0x7a2466fc", "0x015f6283", "Pokemon Blue",       "0x0000", "Pocket Monsters - Ao (Japan)"
"0xa09025cb", "0xf67e47df", "Pokemon Blue",       "0x0000", "Pokemon - Blue Version (USA, Europe)"
"0xa8e07a43", "0x82eb5545", "Pokemon Blue",       "0x0000", "Pokemon - Blaue Edition (Germany), Pokemon - Edicion Azul (Spain), Pokemon - Version Bleue (France), Pokemon - Versione Blu (Italy)"
"0x0c3eba2a", "0x5cbbdcf6", "Pokemon Red",        "0x0000", "Pokemon - Red Version (USA, Europe)"
"0x148f0ea2", "0xcbaeddbc", "Pokemon Red",        "0x0000", "Pokemon - Edicion Roja (Spain), Pokemon - Rote Edition (Germany), Pokemon - Version Rouge (France), Pokemon - Versione Rossa (Italy)"
